"Obj. ID","IAU name","Internal name/s","Obj. RA","Obj. DEC","Obj. Type","Redshift","Spec. ID","Obs-date","JD","From","Telescope","Instrument","Observer/s","Reducer/s","Source group","Public","Associated groups","End prop. period","Ascii file","Fits file","Spec. type","Spec. quality","Extinction-Corrected","WL Medium","WL Units","Flux Unit Coefficient","Spec. units","Flux Calibrated By","Exp-time","Aperture (slit)","HA","Airmass","Dichroic","Grism","Grating","Blaze","Lambda-min","Lambda-max","Del-Lambda","Contrib","Publish","Remarks","Created by","Creation date"
"5611","2017bgu","","253.997806667","42.5600033333","SN Ib","0.008","16699","2017-02-23 20:59:42.00","2457808.3747917","","BAO-2.16m","Cassegrain","Junjun Jia(NAOC), Xuebing Wu(PKU)","Danfeng Xiang","","Y","","","2017bgu_2017-02-23_20-59-42_BAO-2.16m_Cassegrain_None.txt","","Object","","","Air","Angstrom","1","Other","","2400","0","","","","","","","3706.0275793651","8740.9057539683","2.7363468340235","","","[TNS Source Group: ATLAS; Classifier/s: Danfeng Xiang,Liming...] A spectrum taken on UT Feb. 23.87 2017 indicates that this transient is consistent with a type Ib supernova near maximum magnitude. [Prev. spec info - createdby: upload-TNS; modifiedby: upload-TNS]"," Migration From WISeREP1.0","2017-02-22 22:11:14"
"5611","2017bgu","","253.997806667","42.5600033333","SN Ib","0.008","52744","2017-02-27 05:46:40.00","2457811.74075339","","LT","SPRAT","S.Prentice","","","Y","","","2017bgu_2457811.74075339_LT_SPRAT_None.txt","2017bgu_2457811.74075339_LT_SPRAT_None.fits","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3988.0952380952","7930.9523809524","9.1059056417024","Prentice et al. 2019","2019MNRAS.485.1559P",""," Simon Prentice","2019-07-22 12:02:39"
"5611","2017bgu","","253.997806667","42.5600033333","SN Ib","0.008","52747","2017-02-28 06:29:51.00","2457812.77072552","","LT","SPRAT","S.Prentice","","","Y","","","2017bgu_2457812.77072552_LT_SPRAT_None.txt","2017bgu_2457812.77072552_LT_SPRAT_None.fits","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3988.0952380952","7930.9523809524","9.1059056417024","Prentice et al. 2019","2019MNRAS.485.1559P",""," Simon Prentice","2019-07-22 12:02:39"
"5611","2017bgu","","253.997806667","42.5600033333","SN Ib","0.008","52743","2017-03-01 06:00:17.00","2457813.75020104","","LT","SPRAT","S.Prentice","","","Y","","","2017bgu_2457813.75020104_LT_SPRAT_None.txt","2017bgu_2457813.75020104_LT_SPRAT_None.fits","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3988.0952380952","7930.9523809524","9.1059056417024","Prentice et al. 2019","2019MNRAS.485.1559P",""," Simon Prentice","2019-07-22 12:02:39"
"5611","2017bgu","","253.997806667","42.5600033333","SN Ib","0.008","52748","2017-03-02 06:37:10.00","2457814.77581831","","LT","SPRAT","S.Prentice","","","Y","","","2017bgu_2457814.77581831_LT_SPRAT_None.txt","2017bgu_2457814.77581831_LT_SPRAT_None.fits","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3988.0952380952","7930.9523809524","9.1059056417024","Prentice et al. 2019","2019MNRAS.485.1559P",""," Simon Prentice","2019-07-22 12:02:39"
"5611","2017bgu","","253.997806667","42.5600033333","SN Ib","0.008","52749","2017-03-08 05:48:26.00","2457820.74196743","","LT","SPRAT","S.Prentice","","","Y","","","2017bgu_2457820.74196743_LT_SPRAT_None.txt","2017bgu_2457820.74196743_LT_SPRAT_None.fits","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3988.0952380952","7930.9523809524","9.1059056417024","Prentice et al. 2019","2019MNRAS.485.1559P",""," Simon Prentice","2019-07-22 12:02:39"
"5611","2017bgu","","253.997806667","42.5600033333","SN Ib","0.008","52738","2017-03-12 06:31:18.00","2457824.77173802","","LT","SPRAT","S.Prentice","","","Y","","","2017bgu_2457824.77173802_LT_SPRAT_None.txt","2017bgu_2457824.77173802_LT_SPRAT_None.fits","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3988.0952380952","7930.9523809524","9.1059056417024","Prentice et al. 2019","2019MNRAS.485.1559P",""," Simon Prentice","2019-07-22 12:02:39"
"5611","2017bgu","","253.997806667","42.5600033333","SN Ib","0.008","52741","2017-03-16 04:49:20.00","2457828.70093103","","LT","SPRAT","S.Prentice","","","Y","","","2017bgu_2457828.70093103_LT_SPRAT_None.txt","2017bgu_2457828.70093103_LT_SPRAT_None.fits","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3988.0952380952","7930.9523809524","9.1059056417024","Prentice et al. 2019","2019MNRAS.485.1559P",""," Simon Prentice","2019-07-22 12:02:39"
"5611","2017bgu","","253.997806667","42.5600033333","SN Ib","0.008","52737","2017-03-27 04:05:13.00","2457839.67029248","","LT","SPRAT","S.Prentice","","","Y","","","2017bgu_2457839.67029248_LT_SPRAT_None_9.txt","2017bgu_2457839.67029248_LT_SPRAT_None_9.fits","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3988.0952380952","7930.9523809524","9.1059056417024","Prentice et al. 2019","2019MNRAS.485.1559P",""," Simon Prentice","2019-07-22 12:02:39"
"5611","2017bgu","","253.997806667","42.5600033333","SN Ib","0.008","52742","2017-04-10 00:38:18.00","2457853.52659773","","LT","SPRAT","S.Prentice","","","Y","","","2017bgu_2457853.52659773_LT_SPRAT_None.txt","2017bgu_2457853.52659773_LT_SPRAT_None.fits","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3988.0952380952","7930.9523809524","9.1059056417024","Prentice et al. 2019","2019MNRAS.485.1559P",""," Simon Prentice","2019-07-22 12:02:39"
"5611","2017bgu","","253.997806667","42.5600033333","SN Ib","0.008","52745","2017-04-24 01:31:39.00","2457867.56364793","","LT","SPRAT","S.Prentice","","","Y","","","2017bgu_2457867.56364793_LT_SPRAT_None.txt","2017bgu_2457867.56364793_LT_SPRAT_None.fits","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3988.0952380952","7930.9523809524","9.1059056417024","Prentice et al. 2019","2019MNRAS.485.1559P",""," Simon Prentice","2019-07-22 12:02:39"
"5611","2017bgu","","253.997806667","42.5600033333","SN Ib","0.008","52740","2017-05-29 23:36:47.00","2457903.48388005","","LT","SPRAT","S.Prentice","","","Y","","","2017bgu_2457903.48388005_LT_SPRAT_None.txt","2017bgu_2457903.48388005_LT_SPRAT_None.fits","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3988.0952380952","7930.9523809524","9.1059056417024","Prentice et al. 2019","2019MNRAS.485.1559P",""," Simon Prentice","2019-07-22 12:02:39"
"5611","2017bgu","","253.997806667","42.5600033333","SN Ib","0.008","52746","2017-06-27 21:38:13.00","2457932.40153855","","LT","SPRAT","S.Prentice","","","Y","","","2017bgu_2457932.40153855_LT_SPRAT_None.txt","2017bgu_2457932.40153855_LT_SPRAT_None.fits","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3988.0952380952","7930.9523809524","9.1059056417024","Prentice et al. 2019","2019MNRAS.485.1559P",""," Simon Prentice","2019-07-22 12:02:39"
"5611","2017bgu","","253.997806667","42.5600033333","SN Ib","0.008","52739","2017-09-04 20:30:57.00","2458001.35482932","","LT","SPRAT","S.Prentice","","","Y","","","2017bgu_2458001.35482932_LT_SPRAT_None.txt","2017bgu_2458001.35482932_LT_SPRAT_None.fits","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3988.0952380952","7930.9523809524","9.1059056417024","Prentice et al. 2019","2019MNRAS.485.1559P",""," Simon Prentice","2019-07-22 12:02:39"